"Periode","Aceh","Sumatra Utara","Sumatra Barat","Riau","Jambi","Sumatra Selatan","Bengkulu","Lampung","Kepulauan Bangka Belitung","Kepulauan Riau","DKI Jakarta","Jawa Barat","Jawa Tengah","DI Yogyakarta","Jawa Timur","Banten","Bali","NTB","NTT","Kalimantan Barat","Kalimantan Tengah","Kalimantan Selatan","Kalimantan Timur","Kalimantan Utara","Sulawesi Utara","Sulawesi Tengah","Sulawesi Selatan","Sulawesi Tenggara","Gorontalo","Sulawesi Barat","Maluku","Maluku Utara","Papua Barat","Papua","Papua Barat Daya","Papua Pegunungan","Papua Tengah","Papua Selatan"
"26/10/2023","17390","16860","16770","15910","15620","16000","15650","15590","15710","15930","14990","17550","16290","15180","16130","14740","17540","19120","18780","17540","17060","16580","20430","18180","16740","18180","17400","19690","16690","18270","20090","21630","24400","24210","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"27/10/2023","17390","16870","16700","16270","15480","16000","15690","15520","15840","16630","15170","17010","16320","14990","16010","14740","17420","19130","18770","17540","17060","16420","20430","17870","16810","18180","17360","19470","16270","17990","21030","21760","23720","24500","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"28/10/2023","17430","16770","16770","16160","15480","16000","16530","15600","15810","15970","14990","17510","16160","15280","16070","14670","17420","18840","19050","17320","17060","16860","20430","17850","16570","18180","17150","18910","16690","17990","20000","20800","23860","24800","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"29/10/2023","17020","16650","16630","16160","15480","16000","15690","15560","15800","15870","14990","17550","16310","15600","16030","14740","17420","19120","18680","17610","17060","16780","20740","17850","16600","18030","17400","19540","16690","18270","20000","20740","24780","24810","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"30/10/2023","17480","16870","16720","16160","15480","16000","15690","15610","15810","17380","14990","17490","16240","15680","16080","14740","17420","19120","18740","17610","17060","16940","20940","17850","16600","18230","17380","19130","16120","18350","20550","21430","23430","25230","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"31/10/2023","17170","16900","16810","16070","15480","16000","15690","15620","15820","17050","14990","17490","16280","15680","16090","14740","17540","19120","18950","17580","17060","16600","20820","17850","16600","18230","17360","19150","16690","17770","20280","21850","23620","24810","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"01/11/2023","17640","16630","16600","16000","15480","16000","15690","15630","15970","16860","14990","17460","16250","15380","15980","14700","17420","19050","18690","17440","17060","16490","20310","17440","16720","18230","17360","19420","16800","18270","20380","21430","23720","24800","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"02/11/2023","17010","16660","16740","16090","15480","16000","15690","15680","15900","16660","14990","17470","16090","15380","16190","14740","17540","19210","18720","17610","17060","16880","19890","17850","16510","17810","17380","19370","16960","18350","20090","21310","23050","25000","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"03/11/2023","17430","16730","16710","16090","15480","16000","15590","15770","15970","16580","14990","17440","16270","15290","15880","14740","17420","19120","18890","17610","17060","17070","20070","17850","16620","18180","17270","19420","16960","18270","20210","20620","23860","24140","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"04/11/2023","17080","16520","16670","16160","15480","16000","15690","15770","16040","16660","14990","17420","16300","15380","16200","14570","17420","19120","18570","17660","17060","17000","20520","17850","16620","18030","17400","19320","16960","18270","20210","21430","21500","24840","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"05/11/2023","17200","16540","16650","16160","15480","16000","15550","15600","16000","16660","14990","17230","16140","15560","15910","14910","17540","19210","19240","17610","17060","16910","20490","18180","16620","17640","17490","18830","16960","18430","19750","21590","23200","24330","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"06/11/2023","17380","17010","16580","16170","15480","15850","15690","15760","16180","16660","15390","17210","16140","15120","16020","14780","17540","19210","18830","17610","16990","16900","20490","17850","16690","17400","17240","19370","16960","18430","20290","22090","23750","24700","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"07/11/2023","17200","16800","16630","16010","15480","16000","15480","15750","16110","16450","15390","17470","16200","15770","15950","14670","17540","19210","19060","17480","16820","16600","20270","17440","16620","17580","17090","19390","16960","18480","20160","20330","23860","24520","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"08/11/2023","17200","17070","16730","16090","15480","16000","15480","15760","16070","16770","15390","17750","16230","15280","15970","14780","17540","18690","18890","17460","16990","16690","20890","17850","16560","17540","17350","19540","17270","18430","20240","21060","24700","24220","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"09/11/2023","17200","17120","16610","16170","15480","16000","15690","15720","16070","16730","15390","16990","16060","15770","16050","14650","17200","19210","18880","17530","16990","16980","20740","17730","16470","18130","17350","19800","17220","18430","19810","21060","22060","24840","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"10/11/2023","17200","16800","16590","15900","15480","16000","15770","15680","16070","16240","15490","17550","16270","15280","15970","14660","17420","19210","19050","17490","16990","16930","20060","17090","16550","18440","17370","19400","16290","18430","20530","20960","23620","24640","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"11/11/2023","17200","16920","16760","16260","15480","16000","15690","15610","16140","16280","15240","17500","16240","15280","16070","14580","17540","19210","19060","17490","16990","16660","21410","17850","16390","18440","17330","19320","16540","18430","19730","21050","23410","24650","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"12/11/2023","17200","16920","16650","15940","15340","16000","15690","15610","16110","17040","15390","17690","16220","15280","16110","14570","17540","18940","19000","17450","16990","16960","20840","17850","16430","18440","17370","19020","17260","18500","20520","21200","20830","24130","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"13/11/2023","17310","17060","16670","16230","15480","16060","15690","15540","16210","16060","15390","17530","16170","15770","15980","14740","17540","19220","19170","17650","16990","16320","20840","17850","16630","18440","17380","19610","17300","18500","20410","21430","24510","24730","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"14/11/2023","17480","16790","16690","16210","15480","16000","15650","15540","16110","15970","15390","17800","16270","15770","15860","14780","17540","19020","18940","17310","16990","16220","20940","17650","16600","18120","16880","18970","17270","18960","19970","21430","23700","24730","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"15/11/2023","17490","16980","16670","16450","15480","16050","15690","15550","16000","16020","15390","17370","16230","15280","16060","14540","17540","19220","19260","17490","17110","16420","21250","17650","16740","18440","17000","18930","17240","18430","20580","21060","22920","25810","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"16/11/2023","17390","17200","16710","16350","15480","16000","15690","15610","16000","16020","15390","17630","16360","15280","16090","14780","17540","18940","18910","17570","17110","16890","20840","17850","16670","18440","16920","19280","17270","17460","20750","21430","21610","24820","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"17/11/2023","17190","16690","16720","16040","15480","16060","15690","15610","15990","16600","15390","17460","16300","15770","15970","14920","17420","19220","19130","17390","17110","16800","20350","17810","16800","18110","16830","19260","17290","18430","20370","20710","23100","24820","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"18/11/2023","17560","17000","16700","16210","15330","16000","15690","15730","16100","15960","15390","17550","16120","15280","16060","14670","17420","19130","18810","17390","17110","16710","21060","17650","16800","18440","16920","19510","17380","18430","20160","21060","24040","24820","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"19/11/2023","17390","16990","16680","16030","15330","15990","15690","15610","16170","16270","15390","17670","16200","15280","16190","14670","17420","18810","18980","17480","17110","16730","20840","17850","17000","18440","16870","19470","17380","18430","20420","21430","22230","23750","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"20/11/2023","17190","16830","16640","15940","15330","16000","15690","15640","16140","16240","15390","17410","16200","15770","16130","14780","17420","18740","19450","17420","17110","16240","20430","17530","16870","18480","16870","19710","17380","18430","20490","21060","23580","24610","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"21/11/2023","17590","17200","16660","16210","15330","16000","15690","15550","15990","16550","15390","17640","16230","14990","16150","14800","17420","18820","19010","17500","17110","16760","21830","17440","16870","18480","17030","18970","17360","18430","20090","21060","21640","25390","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"22/11/2023","17400","16780","16810","16210","15330","16050","15550","15610","15990","15950","15390","17610","16270","15380","16170","14910","17430","18590","18970","17610","17320","16730","20420","17850","16600","18110","16870","19160","17380","18430","21150","21670","23690","24960","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"23/11/2023","17470","17080","16600","16160","15330","16000","15690","15640","16200","16450","15390","17560","16310","15380","15940","14850","17540","18590","18820","17760","17320","16760","20420","17850","16930","18440","16890","19750","17460","18480","20510","20800","23050","24420","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"24/11/2023","17400","17100","16460","15660","15330","15920","15740","15550","16160","16240","15390","17490","16260","15380","16140","14780","17610","18590","18860","17670","17320","16670","20910","18180","16970","18440","16810","19330","17510","18230","20250","21230","23700","24610","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"25/11/2023","17510","17240","16700","16210","15330","16000","15690","15430","16190","15920","15390","17510","16260","15880","16200","14910","17540","18590","19080","17760","17320","16780","20710","18180","16930","18440","16850","19380","17460","18280","20680","21230","24370","24270","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"26/11/2023","17400","17310","16720","16070","15330","16000","15490","15700","16140","16340","15240","17340","16260","14770","16140","14770","17610","18440","18810","18120","17390","16770","20690","18180","16970","18110","16850","19150","17520","19040","20400","21580","24000","23500","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"27/11/2023","17540","17200","16660","16020","15330","15860","15690","15450","16210","16430","15390","17510","16280","14770","16130","14910","17650","18590","19190","17840","17390","16750","20890","18180","16970","18200","16890","19810","17510","18460","20380","20600","23460","24610","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"28/11/2023","17550","17150","16640","16400","15330","16000","15690","15700","16280","16200","15390","17550","16180","15580","16140","14970","17540","18690","19150","17680","17390","16440","20480","17990","16970","18440","16890","19170","17520","18310","20670","20600","23950","24960","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"29/11/2023","17660","16970","16620","15900","15480","16000","15690","15610","16050","16200","15390","17430","16320","15280","16210","14900","17540","18690","19200","17790","17390","16750","20480","17770","16730","18440","16940","18630","17550","18320","20670","21380","22580","24730","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"30/11/2023","17260","16830","16710","15980","15620","16060","15690","15460","16240","16110","15390","17530","16390","15280","16040","14900","17360","18690","19200","17680","17390","16730","20510","17770","16970","18020","16930","19090","16600","19040","20430","21580","23700","24930","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"01/12/2023","17580","17260","16560","15840","15350","15940","15650","15580","16280","16240","15390","17510","16250","15280","16160","14890","17490","18550","19310","17640","17390","16460","20480","17770","16970","18440","16830","18980","17580","18320","20840","21670","25140","24860","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"02/12/2023","17590","17100","16590","15930","15330","15800","15770","15610","16150","16900","15390","17530","16360","15280","16020","14970","17540","18690","19190","17920","16920","16780","20120","17770","16940","18410","16760","19240","17490","18320","20420","21450","23100","25170","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"03/12/2023","17110","17240","16600","15890","15330","15940","15590","15730","16240","16340","15390","17510","15940","15280","16110","15030","17660","18550","19170","17840","17390","17070","20730","17770","16970","18110","16850","19090","17660","18370","20620","20860","22360","23170","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"04/12/2023","17210","17030","16700","16190","15330","15930","15590","15580","16350","16160","15390","17370","16300","15280","16050","14900","17310","18690","19290","17920","17470","16860","20720","17770","16870","18320","16920","19010","17610","18370","20480","21620","24180","25160","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"05/12/2023","17580","16880","16650","15990","15330","15940","15590","15580","16590","15870","15390","17540","16250","15280","16100","15030","17540","18490","19290","17880","17390","16670","21590","17770","16730","18390","16920","19330","17530","18820","20650","21450","22700","24670","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"06/12/2023","17450","17150","16720","16020","15330","16000","15590","15650","16360","16160","15000","17530","16330","15280","16060","14900","17770","18660","19000","17880","17200","16290","20720","18150","16730","17890","16770","18970","17570","18830","20580","21090","23580","24670","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"07/12/2023","17330","17140","16650","15940","15330","16060","15640","15650","16350","15780","15190","17470","16420","14990","16090","15030","17650","18600","19240","17730","17390","16460","21120","18150","16730","18390","16920","19520","17610","18150","19960","21370","23750","24870","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"08/12/2023","17630","16980","16740","15930","15330","15990","15640","15650","16210","16310","15390","17490","16520","15380","16100","14660","17540","18600","19370","18160","17390","16680","20690","17770","16720","17540","16830","18680","17610","18150","20060","20450","22650","24320","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"09/12/2023","16880","17000","16740","15890","15330","16000","15640","15650","16320","16790","15390","17710","16330","15380","16000","15100","17540","18690","19120","17950","17390","16610","20730","17770","16920","18050","16920","19540","17600","17360","19590","21090","23040","24690","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"10/12/2023","17550","17150","16840","16120","15330","16000","15840","15680","16330","17170","15390","17420","16280","15380","16180","15160","17540","18600","19010","17950","17390","16670","21670","18150","17230","18050","16920","18980","16860","18350","20720","21440","23140","24270","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"11/12/2023","17500","17250","16700","16230","15330","16000","15930","15660","16350","16580","15390","17660","16300","15770","16170","14920","17540","18600","19220","17680","17390","16670","20650","17610","17050","18150","16920","19640","17450","18340","20060","21290","22790","24820","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"12/12/2023","17490","17040","16800","16110","15330","16000","15890","15700","16330","16250","15390","17690","16520","15120","16090","15160","17540","18550","19480","17910","17390","16690","20460","17610","16870","18130","16920","19320","17530","18340","20400","21290","22980","23340","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"13/12/2023","17610","17190","16680","16300","15330","16050","16050","15790","16350","16500","15490","17510","16360","15280","16050","14740","17540","18260","19260","18000","17390","16710","20780","17990","16420","18140","16920","19130","17510","18510","20800","21290","22280","24760","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"14/12/2023","17570","17170","16730","16210","15330","15910","16150","15720","16410","16760","15390","17530","16340","14990","16130","15160","17540","18550","19360","18040","17260","16850","19900","17610","16700","18150","16920","19530","17520","18510","20280","21000","21510","24460","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"15/12/2023","17590","16890","16750","16100","15220","16050","15800","15720","16210","16530","15390","17510","16430","15280","16180","15280","17740","18600","19400","18060","17390","16490","20540","17990","16650","18150","16920","18440","16940","18510","20870","20800","22230","24990","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"16/12/2023","17440","17240","16660","16050","15330","16050","15990","15810","16360","16560","15190","17540","16230","15770","16100","15210","17420","18600","19260","18040","17450","16760","20520","17610","16520","17610","16920","19230","17270","18510","20850","21000","21710","24450","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"17/12/2023","17500","17020","16800","16140","15330","16080","15940","15690","16330","16590","15190","17530","16430","15770","16210","15150","17420","18780","19290","18040","17450","16630","21020","17610","16750","18150","16920","18970","17270","17450","20390","21370","21590","24790","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"18/12/2023","17500","17150","16660","16030","15330","15970","15940","15730","16350","16500","15190","17420","16460","15280","16070","14890","17420","18600","19410","18040","17390","16780","20280","17610","16780","17780","16900","19110","17200","18510","20110","21000","22820","24810","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"19/12/2023","17400","17290","16840","16050","15330","16050","15940","15720","16320","16180","15190","17530","16600","15380","15960","15110","17420","18910","19290","17960","17240","16680","20530","17610","16780","17610","16850","18430","17400","18000","20450","21000","22480","24990","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"20/12/2023","17480","16840","16600","16350","15330","16230","16140","15780","16330","16210","15190","17650","16470","15300","16070","14900","17420","18600","19430","18070","17340","16810","20580","17610","16780","17780","16760","19220","17200","18620","20480","20770","22070","24860","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"21/12/2023","17420","17270","16770","16030","15330","16240","15940","15890","16350","16450","15190","17330","16470","15470","16000","14750","17470","18600","19250","18070","17390","16660","20490","17610","16730","18090","16670","18670","17220","18030","20030","21050","22940","24860","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"22/12/2023","17140","17400","16760","16210","15330","16310","15940","15700","16410","16450","15190","17580","16430","15470","16000","14900","17420","18460","19190","18070","17390","16750","20490","17610","16730","17800","16740","18390","17130","17990","19800","21000","22520","23770","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"23/12/2023","17650","17090","16680","16220","15330","16290","15940","15700","16360","16330","15190","17520","16490","15470","15910","15080","17420","17950","19170","17920","17390","16600","20490","17610","16970","17610","16650","19150","17320","18090","20730","21530","23160","25050","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"24/12/2023","17270","17160","16860","16080","15330","16290","15940","15700","16350","15950","15190","17590","16550","15370","15910","14970","17070","18600","19130","18000","17390","16990","20440","17610","16780","17780","16810","19350","17270","18600","21000","21120","22650","24710","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"25/12/2023","17470","17000","16890","15930","15330","16350","15940","15760","16350","15920","15190","17530","16350","15370","15910","15030","17420","18780","19320","17920","17390","16980","20080","17280","17370","17610","16830","19140","17270","18330","20420","21190","22010","23400","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"26/12/2023","17210","17020","16680","15930","15330","16350","15940","15700","16410","16340","15190","17610","16470","15370","15960","15150","17420","18780","19260","17930","17390","16780","20370","17280","16910","17780","16830","18520","17220","18510","20800","21920","22480","23490","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"27/12/2023","17450","17010","16630","16110","15330","16350","15940","15690","16350","16900","15190","17560","16460","15370","15920","15280","17420","18040","19240","18070","17390","16750","20370","17610","17080","17610","16780","18390","17240","18510","20510","21720","22230","25050","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"28/12/2023","17470","17340","16630","16280","15330","16310","15940","15750","16350","16450","15190","17220","16460","15210","15830","15320","17420","18600","19100","18140","17390","16010","20540","17610","16920","18000","16760","19170","17280","18510","20370","22190","21190","25060","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"29/12/2023","17180","17190","16770","16150","15040","16180","15940","15660","16410","16720","15190","17160","16540","15010","15870","15150","17420","18600","19400","18140","17290","16530","20470","17770","16570","17430","16760","18930","17130","18390","21460","21190","22830","25060","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"30/12/2023","17610","17320","16670","16270","15330","16230","15930","15630","16350","16760","15190","17410","16470","15390","16000","15210","17420","18600","19520","18240","17440","16630","19940","17480","16840","17770","16830","19110","17270","18610","20550","21390","21660","24920","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"31/12/2023","17050","17430","16930","16040","15330","16200","15940","15750","16350","16670","15190","17470","16470","15390","16010","15210","17420","18390","19650","17810","17440","16440","19740","17480","16610","17430","16720","18710","17100","18610","20880","20970","21510","24560","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"01/01/2024","17420","16900","16640","15930","15410","16200","16130","15780","16350","16390","15190","17240","16260","15390","15940","14810","17530","18690","19280","18000","16920","16600","20420","17770","16690","18010","16560","19210","17300","17990","20600","21310","23110","24130","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"02/01/2024","17510","17090","16750","15750","15410","16200","15940","15750","16350","16610","15190","17480","16350","15390","15960","15470","17470","18910","18980","17750","16920","16720","20260","17480","16920","17630","16640","19100","17300","18240","20580","21000","20860","24050","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"03/01/2024","17400","17090","16820","16450","15580","16150","15890","15750","16350","16860","15380","17040","16380","15070","15970","15410","17530","18820","19320","18000","16990","16610","20360","17480","16770","17810","16540","18550","17410","18240","20610","21310","21430","24950","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"04/01/2024","17630","16980","16780","16340","15580","16150","15990","15720","16350","16440","15190","17170","16440","15160","15970","15410","17470","18820","19330","18000","16990","16920","20360","17770","16860","17600","16490","19300","17250","18240","19990","21570","22260","24950","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"05/01/2024","17360","16960","16750","15930","15410","16150","15990","15810","16210","16450","15190","16970","16260","15220","15930","15410","17420","18870","19200","18000","16920","16530","20310","16950","16780","17600","16510","18610","17410","18470","20960","21120","22480","23670","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"06/01/2024","17440","17140","16830","15810","15410","16260","15990","15730","16000","16590","15190","16720","16380","15150","15870","15350","17530","18820","19570","17990","16990","16830","21180","17770","16770","17380","16490","19370","17360","17450","20330","21190","22960","24830","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"07/01/2024","17300","17130","16760","16120","15410","16180","16040","15750","16000","17070","15190","17060","16420","15240","15900","15290","17530","18820","19440","17920","16840","16600","20430","17770","16920","17600","16490","19090","17590","18550","20190","20680","21390","24460","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"08/01/2024","17400","17010","16830","16030","15280","16170","15990","15720","16210","16760","15190","16900","16400","14700","15850","15200","17890","18780","19050","18130","16990","16490","20390","17770","17140","17990","16470","18700","17760","18190","20370","21200","22260","24490","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"09/01/2024","17390","17110","16800","16050","15280","16170","15990","15750","16140","16590","15190","16970","16400","15220","16000","15410","17040","18780","19270","18130","16990","16600","20040","18200","16770","17600","16470","18650","17790","18170","20360","20450","22270","24490","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"10/01/2024","17390","17000","16750","16030","15410","16170","15730","15780","16140","16540","15190","16850","16460","15010","15910","15410","17190","18670","19300","18130","17060","16220","20080","18390","16770","17560","16470","18780","17790","18330","20450","21130","22480","24460","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"11/01/2024","17390","17060","16840","16120","15410","16210","15940","15720","16140","16260","15190","17010","16430","15010","15940","15120","17420","18750","19340","18050","17060","16260","20320","18390","16770","17380","16530","19020","17790","18150","19910","21370","22060","24500","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"12/01/2024","17560","16670","16730","16040","15410","16180","15880","15840","16140","16580","15190","17030","16320","14920","16060","15470","17420","18780","19230","18130","17060","16410","20320","17970","16770","17710","16530","18630","17860","18150","20150","21550","22940","24500","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"13/01/2024","17440","16910","16600","16050","15410","16230","15880","15820","15830","17090","15190","17050","16380","14990","16080","15410","17420","18670","19270","18130","17060","16310","20360","18390","16790","17710","16510","19020","17860","18770","19490","21550","22720","24500","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"14/01/2024","17510","16790","16810","16000","15410","16170","15880","15780","16140","16500","15190","17190","16410","14830","15940","15410","17420","18670","19430","18130","17060","16530","20370","18390","16770","17710","16360","18510","17770","18300","20960","21370","22820","24410","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"15/01/2024","17420","16770","16650","16320","15410","16110","15980","15750","16280","16500","15190","16860","16360","15010","16010","15360","17420","18750","19560","18130","16930","16820","20740","18200","16770","17500","16530","18840","17860","18800","20270","21730","22820","24500","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"16/01/2024","17820","16570","16760","16030","15410","16110","15790","15730","16280","16580","15190","17050","16470","15240","15950","14900","17530","18670","19560","18000","16790","16820","20610","18200","16770","17450","16510","18680","17860","18490","20120","21730","23140","24500","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"17/01/2024","17660","16950","16780","15840","15360","16110","15790","15780","16140","15980","15190","17130","16220","15070","15940","15410","17300","18670","19500","18130","16930","16780","20770","18200","16770","17710","16510","18700","17860","18820","20560","21550","23190","24500","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"18/01/2024","17370","16700","16680","15970","15340","16180","15770","16040","16150","16400","15190","17050","16280","15070","15930","15420","17350","18670","19660","17950","16770","16350","20770","17840","16810","17840","16580","19360","17660","18820","20380","21550","23850","24110","19970","#VALUE!","#VALUE!","#VALUE!"
"19/01/2024","17260","16650","16610","16740","15340","16170","15770","15820","15870","15920","15160","16760","16450","15090","16010","15420","17110","19110","19650","17900","16710","16340","20770","18280","16270","18070","16370","18310","17790","18070","20430","20590","24070","23700","19970","#VALUE!","23760","25000"
"20/01/2024","17440","16690","16640","15920","15340","16170","15810","15570","15890","16270","15190","16900","16400","15270","16050","15470","17300","18760","19770","17810","16710","16500","20580","18280","16350","18120","16350","18650","17910","17820","20490","21280","23850","23560","19970","45000","26350","25000"
"21/01/2024","17440","16580","16670","15940","15580","16170","15770","15800","15790","16580","15160","16940","16390","15270","16090","15480","17320","18570","19740","17920","16710","16630","20600","18320","16400","18170","16360","18650","17970","18460","20610","21410","23850","20300","19000","35000","26350","25000"
"22/01/2024","17020","16570","16700","16190","15630","16170","15700","15780","15800","15920","15160","16840","16330","15480","16050","15560","17380","18760","19430","17960","16640","16560","20390","18520","16410","17680","16220","18430","17330","18650","20770","21080","24070","20840","21000","29580","28450","#VALUE!"
"23/01/2024","17170","16690","16780","16000","15510","16190","15700","15650","15830","16140","15160","16960","16380","15480","16150","15350","17180","18760","19460","18180","16640","16550","20600","18520","16430","17780","16350","18820","17380","18200","20540","20820","23750","20300","20490","39690","28250","25000"
"24/01/2024","17200","16700","16720","16110","15510","16020","15740","15650","15830","15920","15160","16990","16380","15340","16080","15390","17300","18590","19590","18180","16820","16440","20280","18320","16510","17780","16520","18480","18280","18680","20430","21280","20440","20840","22910","35000","27640","#VALUE!"
"25/01/2024","17170","16610","16870","16030","15500","16180","15810","15860","16030","16870","15160","16920","16180","15270","16140","15220","17300","18520","19510","18130","16820","16710","19870","18520","16510","17960","16420","18800","18510","18680","20530","21410","20350","20700","21900","32400","27640","25000"
"26/01/2024","17200","16700","16740","16150","15510","16220","16000","15860","15910","16340","15160","16900","16400","15200","16080","15180","16940","18900","19560","18240","16820","16690","19620","18520","16360","17430","16430","18560","18380","18440","20730","21550","20440","20840","21900","32400","27640","25000"
"27/01/2024","17210","16510","16690","16290","15510","16180","15930","15850","15920","16090","15160","16920","16350","15200","16080","15250","16950","19060","19950","18070","16820","16670","19820","18520","16410","17410","16460","18640","18380","18440","20600","21330","21970","21010","20490","32400","29430","#VALUE!"
"28/01/2024","17300","16700","16660","16130","15440","16280","15930","15530","15830","16940","15330","17070","16400","15350","16050","15300","17040","19060","19860","17980","16930","16750","20240","18520","16410","17750","16510","18670","18380","18440","20530","21410","19900","20300","21900","35000","27640","#VALUE!"
"29/01/2024","17440","16670","16670","16250","15440","16240","15930","15850","15830","16310","15330","16930","16420","15410","16050","15180","17210","19020","19280","18170","16930","16840","20300","18280","16800","17740","16520","18770","18380","18550","20600","21280","21060","20840","21900","32400","27640","25000"
"30/01/2024","17440","16770","16700","16380","15460","16240","16040","15900","15830","16120","15250","17090","16390","15350","16090","15180","17210","19020","19640","18140","16930","16740","21120","18400","16390","17780","16490","18780","18490","18550","20660","21410","22700","20840","21670","31580","27640","25000"
"31/01/2024","17410","16690","16720","16240","15460","16170","15920","15940","15200","16310","15330","16970","16390","15340","16130","15430","17030","19020","19560","18340","16930","16450","19980","18400","16430","17740","16520","18830","18440","18550","20170","20980","22160","20670","21410","26460","27640","#VALUE!"
"01/02/2024","17630","16900","16870","16200","15360","16180","16100","15870","15330","16410","15160","17090","16310","15200","16000","15240","17210","19020","19950","18330","16930","16800","20050","18400","16550","17770","16580","18850","18440","18470","20170","21080","22160","20840","21900","25960","27640","25000"
"02/02/2024","17270","16900","16660","16270","15360","16190","16010","16160","15330","16230","15160","17000","16370","15270","16010","15070","16960","18890","19430","18210","16930","16730","20170","18280","16460","17730","16550","18850","18440","18470","20660","21550","22540","20260","21900","35000","25040","25000"
