"Periode","Aceh","Sumatra Utara","Sumatra Barat","Riau","Jambi","Sumatra Selatan","Bengkulu","Lampung","Kepulauan Bangka Belitung","Kepulauan Riau","DKI Jakarta","Jawa Barat","Jawa Tengah","DI Yogyakarta","Jawa Timur","Banten","Bali","NTB","NTT","Kalimantan Barat","Kalimantan Tengah","Kalimantan Selatan","Kalimantan Timur","Kalimantan Utara","Sulawesi Utara","Sulawesi Tengah","Sulawesi Selatan","Sulawesi Tenggara","Gorontalo","Sulawesi Barat","Maluku","Maluku Utara","Papua Barat","Papua","Papua Barat Daya","Papua Pegunungan","Papua Tengah","Papua Selatan"
"01/01/2023","18860","18480","16440","17100","15620","15950","15590","15640","16300","15840","14700","17900","16450","16490","16820","16350","18100","19090","20270","16200","18650","16310","18230","17160","17870","17670","18490","18830","15880","17050","25810","20720","22930","21060","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"02/01/2023","19190","18280","16440","17250","15620","16020","15530","15640","16330","15050","14950","18370","16460","16720","16830","16440","18380","18930","20910","16180","18600","16600","17700","16950","17940","18140","18300","18590","15880","17050","23430","21540","20460","21470","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"03/01/2023","18700","18230","16410","17760","15620","16080","15530","15640","16350","15740","14950","18170","16640","17100","16590","15870","17990","18530","21260","16190","18600","16460","18490","17160","18090","17700","18270","19040","15910","17050","23640","22230","19460","21670","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"04/01/2023","18970","18450","16510","17760","15730","16190","15620","15850","16350","15630","14950","18300","16460","17280","16860","15540","17880","19430","20710","16190","18600","16460","18730","17160","18130","17860","18110","18760","15910","17050","23680","22230","19590","21470","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"05/01/2023","18970","18500","16440","17430","15730","16240","15620","15910","16350","15570","15280","18310","16380","16820","17130","16130","18130","18820","21470","16190","18600","16220","18630","17160","18110","17860","18260","18640","15910","17050","23310","22230","22190","21700","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"06/01/2023","18970","18290","16410","16480","15730","16240","15620","15640","16350","15630","14950","18060","16450","16660","17180","16220","18000","19090","20520","16170","18600","16330","18690","17160","18100","17790","18340","18830","15910","16970","22900","22590","21040","21860","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"07/01/2023","18930","18360","16270","16460","15730","16280","15620","15590","16350","15740","14950","18160","16710","16660","17200","16290","17780","19150","21220","16190","18460","16310","18790","17160","18010","17790","18150","18590","15910","16970","22840","21160","22080","22830","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"08/01/2023","18800","18180","16500","16510","15730","16250","15570","15860","16350","15630","14700","18130","16630","16850","17090","15060","17890","18820","21720","16190","18230","16020","19590","17160","18120","17790","17980","18670","15940","16970","23270","21740","22210","22320","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"09/01/2023","18860","16750","16540","15580","15730","16340","15570","15930","16330","14790","#VALUE!","16990","16030","17060","17220","15800","17890","19150","20490","16130","18890","22000","17840","18000","19210","17610","17860","19960","15940","#VALUE!","22230","22620","21780","22810","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"10/01/2023","18970","18180","16540","16150","15520","16230","15570","15890","16350","15560","14950","17540","16730","16570","16830","16060","17940","18950","20330","16190","18230","16030","18320","17160","17970","17820","17810","18990","16210","16970","22840","23280","22190","22850","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"11/01/2023","19040","18250","16420","16480","15730","16260","15570","16210","16350","15840","14950","17930","16870","16570","16950","16060","17890","19230","20730","16190","18370","16310","18740","17160","17970","17790","17870","18860","16320","16970","23270","20610","22070","22820","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"12/01/2023","19120","18230","16500","16650","15730","16280","15760","16090","16330","15840","15210","17980","17090","16570","17120","16060","17890","19320","20700","16190","18410","16230","18600","17160","18200","17720","17870","18920","16320","16970","23110","22260","22070","22820","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"13/01/2023","19120","18310","16540","16230","15790","16460","15670","16040","16490","15840","14950","17850","17000","16570","16980","16060","17890","19320","20690","16190","18560","16250","17790","17160","17690","17800","17880","18610","16480","17050","22800","22290","23110","22820","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"14/01/2023","19090","18380","16400","16520","15790","16450","15750","16060","16490","15840","14950","17980","16970","16570","16800","15330","18000","19410","20100","16190","18560","16330","18840","17160","17550","17090","17910","18750","16480","17050","22800","21860","21040","22720","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"15/01/2023","19090","18310","16610","16520","15790","16410","15770","16200","16350","15560","14950","17800","16930","17440","17140","16060","17760","18980","21470","16210","18690","16540","18560","17160","18270","17720","17800","18680","17140","17210","22460","21880","22210","22720","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"16/01/2023","19120","18330","16520","16560","15580","16580","15770","16060","16350","15560","14950","17990","17080","17120","16960","15700","18040","19350","20290","16070","18560","16250","19020","17160","18090","17550","17720","18290","17740","17210","22460","22520","20200","22890","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"17/01/2023","18910","18360","16640","16380","15790","16570","15870","16030","16350","16250","14950","18090","17120","17310","16800","16130","18080","19420","19790","15990","18560","16330","18520","17160","18010","17720","17810","18700","18280","17210","22040","21970","21510","22570","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"18/01/2023","18920","18400","16610","15970","15700","16570","15920","15740","16350","16330","14950","18020","17170","17310","16660","16130","17870","19420","19920","16060","18560","16370","18540","17160","18150","17640","17760","18810","18350","17210","22780","22080","21810","23080","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"19/01/2023","19050","18140","16750","16020","15790","16630","15820","15840","16350","16170","14950","18000","17180","17600","16880","16060","17850","19420","20100","16060","18380","16480","18100","17160","17650","17720","17570","18840","18730","17210","22150","21890","21810","23080","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"20/01/2023","19080","18380","16620","16060","15790","16600","15820","15940","16350","16790","14950","17910","17290","17480","16810","16060","17870","19420","20420","16240","18340","16480","18500","17160","18120","17890","17420","18610","18730","16940","22500","21770","21390","22790","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"21/01/2023","18860","18470","16570","16220","15790","16640","15820","15940","16350","16510","14950","18020","17170","17280","16970","16340","17760","19420","20100","16060","18460","16450","18370","17160","18120","17890","17570","18570","18730","16740","22620","21990","20380","22690","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"22/01/2023","18820","18530","16720","16230","15790","16670","15820","15940","16350","16790","14950","17770","17020","17280","16930","16060","17760","19420","19580","16060","18460","16480","18440","17160","18190","17890","17590","18680","18570","16940","23060","21990","19380","22120","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"23/01/2023","18990","18480","16550","16160","15790","16710","15820","16030","16350","16790","14950","17940","17240","17550","17020","16060","17760","19350","20560","16060","18500","16440","18570","17160","18210","17480","17470","18860","18630","16940","22820","21640","21970","22690","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"24/01/2023","19130","18720","16740","16300","15790","16460","15820","15900","16350","16790","15210","18010","17270","17550","17190","16200","17760","19410","20280","15800","18500","16220","18750","17160","18190","17890","17520","18660","18630","16940","21890","21790","21710","23520","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"25/01/2023","18970","18110","16830","16400","15790","16710","15920","16010","16350","16520","14950","17690","17310","17250","17270","16270","17760","19570","20350","16060","18350","16160","18760","17160","18310","17890","17800","18930","18630","16940","22520","21790","21570","23150","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"26/01/2023","19090","17910","16690","16180","15550","16780","15820","16190","16350","16470","14950","17850","17360","17250","17150","16000","17760","19300","20000","16280","18420","16000","18050","16950","17940","17640","17800","18900","18560","16940","22780","21710","21440","23440","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"27/01/2023","19090","18230","16830","16310","15500","16840","15860","16190","16350","16590","14950","17950","17320","17250","16960","16300","17760","19300","19840","16280","18380","16030","18600","17160","17920","17810","17800","18590","18560","16940","22180","21260","22080","22660","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"28/01/2023","18970","17990","16700","16310","15660","16880","15970","16070","16350","16790","15200","18010","17200","17250","17140","16200","17760","19300","19790","16520","18380","16220","18890","17160","18380","17810","17660","18880","18560","16940","22620","21860","21100","22660","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"29/01/2023","18940","18190","16690","16220","15660","16930","16010","16170","16350","16790","14730","17930","17420","17250","16950","15900","17760","19300","19430","16280","18380","16220","18350","17160","18320","17530","17840","18710","18620","16940","23210","22980","23160","23000","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"30/01/2023","19120","18200","16680","16310","15780","16960","16010","16330","16350","16170","14730","17620","17450","17460","17170","16270","17760","19300","19540","16300","18270","16580","19420","17360","18450","17740","17880","18270","18620","16940","23460","21820","21670","22660","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"31/01/2023","19130","18100","16760","16380","15780","16800","16010","16330","16350","16790","15430","18070","17510","17460","17110","16270","17760","19300","19610","16000","18380","16740","19270","17360","18030","17810","17900","18720","18620","16940","22570","20420","21810","23180","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"01/02/2023","19020","17940","16600","16260","15780","17110","16010","16230","16350","16790","15210","18170","17280","17460","17240","16270","17870","18940","19820","16300","18320","16960","19470","17360","18090","17640","18180","19260","18570","17240","22780","21400","19220","23180","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"02/02/2023","19100","18050","16870","16260","15910","17160","15960","16020","16350","16400","14960","18140","17110","17760","17280","16330","17880","19090","19430","16280","18320","16800","18840","17360","18030","17890","18260","18910","18460","17240","22010","21400","22080","22530","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"03/02/2023","19220","18010","16950","16340","15910","17300","16150","16230","16350","16150","15130","18190","17220","17760","17350","15660","18120","19090","19800","16360","18350","16650","19660","17160","18490","17870","18340","18770","18460","17240","22780","21290","21810","22460","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"04/02/2023","19170","18190","16790","16180","15910","17340","16050","16470","16410","16400","14960","18060","17190","17760","17490","16260","17690","19090","19750","16280","18350","16840","18160","17160","18380","17690","18410","19030","18360","17240","23760","21150","21100","22460","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"05/02/2023","19210","17930","17080","16210","15910","17240","16100","16510","16490","16400","14960","17930","17230","17970","17340","16400","17690","18790","19470","16510","18350","16970","19170","17160","18400","17600","18380","19240","18360","17240","22860","21450","21630","23220","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"06/02/2023","19150","18010","17130","16120","15910","17390","16250","16370","17030","16400","14960","18000","17340","17760","17330","17590","17600","19180","19600","16430","18420","16880","20190","17360","18540","17780","18200","19220","18300","17550","22420","21400","21710","22700","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"07/02/2023","18840","18190","16710","16380","16010","17360","16250","16230","17180","15990","15330","18140","17220","17390","17370","16330","17650","19100","19460","16510","18420","17310","19910","17360","18540","17560","18540","19300","18090","17550","21620","21280","21810","22690","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"08/02/2023","19240","17890","17060","16380","16010","17150","16250","16390","17180","16400","15260","18190","17320","17390","17310","16660","17650","19270","19250","16580","18500","17170","19750","17360","18470","17780","18480","19120","18090","17550","22880","21280","20380","22690","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"09/02/2023","19020","17930","16800","16380","16010","17090","16160","16400","17220","16740","15260","18310","17310","17390","17270","16660","17650","19270","19130","16460","18500","17250","19830","17360","18810","17860","18430","19340","18080","17550","22880","21560","21810","22490","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"10/02/2023","19170","18040","16950","16380","15690","17150","16250","16120","17470","16460","15680","18420","17420","17390","17200","16590","17650","19270","19170","16690","18440","16500","19940","17360","18800","17860","18430","19160","18080","17550","22470","21560","21660","22510","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"11/02/2023","18840","17620","16950","16350","15690","17110","16250","16440","17470","16740","15470","17790","17350","17350","17160","16330","17650","19070","19410","16690","18440","17280","19840","17360","18840","17860","18590","19200","18080","17830","22710","21710","22060","22510","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"12/02/2023","19170","17990","16720","16630","15570","17060","16360","16160","17080","16740","15470","17970","17290","17350","17140","16590","17650","19270","19800","16760","18440","17450","19750","17360","18770","17860","18290","19410","18090","17740","23200","21400","20000","22510","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"13/02/2023","18990","17940","17180","16550","15620","17110","16310","16300","17470","16740","15470","18370","17260","17160","17250","16530","17530","19270","18550","16670","18440","17450","20070","17360","18740","17940","18280","19340","18020","17740","22280","21570","21450","23010","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"14/02/2023","18980","17940","17340","16640","15960","16880","16420","16300","17210","16740","15470","18170","17190","16580","17230","16260","17640","19270","19120","16900","18440","17490","20060","17160","19000","18000","18290","19220","17960","17550","22560","21570","22420","22860","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"15/02/2023","18620","18010","17190","16630","15960","16940","16560","16300","17350","16460","15470","18180","17340","16580","17250","15720","17640","19490","18860","16930","18440","17590","19950","17160","18610","17790","18450","19450","18020","17740","22560","21750","22260","22860","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"16/02/2023","18610","18160","17210","16530","15620","17000","16460","16340","17060","16740","15780","18240","17300","16170","17130","16400","17640","19490","19650","16900","18440","17280","19830","17160","18680","17770","18370","19490","17710","17740","22370","21820","21510","22860","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"17/02/2023","18510","18210","17020","16610","15590","17000","16460","16300","17210","16740","15680","18270","17230","16540","17100","16400","17760","19490","19070","16980","18540","17640","19860","17160","18280","18410","18220","19410","17730","18110","22610","21700","20910","22300","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"18/02/2023","18320","18110","17370","16850","15570","16870","16460","16250","17060","16700","15860","18140","17210","16540","17230","16400","17760","19490","19700","16980","18540","17670","19950","17160","18720","18380","18380","19290","17730","17740","22560","21530","21040","22380","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"19/02/2023","18340","17990","17300","16750","15620","16940","16460","16440","17200","16540","15960","18150","17260","16540","17020","16270","17760","19290","19520","17060","18540","17780","19630","17160","18260","18280","18320","19220","17580","17740","22590","20790","19700","22510","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"20/02/2023","18590","18020","17160","16580","15620","17000","16460","16430","17230","16120","15960","18310","17290","15620","17160","16130","17760","19380","19190","17060","18500","17580","19910","17160","18520","18490","18280","19400","17580","17740","22460","21390","20330","22510","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"21/02/2023","18540","17820","17340","16610","15620","17000","16460","16260","17200","15770","15540","18210","17110","16540","17060","16270","17760","19730","18230","16910","18490","17620","19910","17160","18810","18490","18300","19290","17580","17740","22460","21510","20910","21960","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"22/02/2023","18540","17800","17400","16360","15620","16940","16560","16340","17130","16700","15960","18320","17030","16540","17120","16130","17880","19730","18700","17040","18490","17620","20140","17160","18230","18250","18240","18800","17580","17740","21490","21690","20910","21960","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"23/02/2023","18540","17640","17420","16910","15570","16940","16560","16340","17130","16740","15960","18120","17270","16540","17120","16130","17760","19730","18810","17040","18320","17510","20010","17730","18620","18360","18360","18860","17580","17590","22460","21530","19220","22790","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"24/02/2023","18540","17810","17390","16650","15630","16900","16460","16370","17130","16740","15960","18160","17140","16540","17110","16020","17880","19830","18950","17040","18320","17510","20080","17730","18900","18490","18300","18750","17390","17590","22320","21770","20600","22570","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"25/02/2023","18340","17700","17100","16530","15690","16840","16150","16410","16830","16740","15960","17660","17180","16540","17260","16270","17880","19830","19080","17040","18320","17540","19550","17730","18900","18490","18270","18820","16980","17590","22460","20790","20600","22570","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"26/02/2023","18260","17610","17280","16470","15690","16910","16370","16400","16850","17100","15780","17280","17270","16540","17130","16130","17880","19830","19360","17040","18410","18350","19430","17730","18540","18370","18470","19130","17540","17590","22740","21310","19620","21990","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"27/02/2023","18410","17720","17360","16350","15690","16970","16370","16340","16990","16740","15780","18080","16920","16890","17010","16270","17990","19640","19210","17050","18530","17620","19520","17730","18830","18320","18240","19140","17480","17590","22460","21690","20600","22650","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"28/02/2023","18560","17980","17390","16390","15690","16970","16470","16300","16990","16540","15960","18030","17170","16890","17030","16130","17990","19740","19210","17050","18530","17450","19270","17730","18930","19740","18260","19190","17480","17590","22620","20670","20600","22230","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"01/03/2023","18560","17460","17470","16270","15570","16850","16420","16220","16990","16740","15780","18040","17150","16890","16870","16130","17880","19640","18610","17050","18530","17710","19680","17730","18430","18210","18430","19330","17480","17590","22640","21820","20760","22230","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"02/03/2023","18520","17640","17280","16250","15570","16940","16520","16330","16920","16740","15780","17990","17070","16890","17200","15890","17990","19640","18630","17080","18570","17790","19880","17660","18770","18290","18290","19080","17650","17590","22580","21610","20760","22820","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"03/03/2023","18500","17660","17310","16020","15570","16970","16520","16270","16920","16740","15960","18030","17030","16890","17070","15400","17880","19730","19310","17070","18570","17920","19390","17730","18530","18530","18320","19180","17650","17930","22960","21290","20490","22040","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"04/03/2023","18460","17530","17450","16390","15800","16790","16520","16230","16920","16540","15730","18030","16940","16890","17050","15890","17880","19730","18750","16860","18640","17720","19330","17730","18560","18410","18350","19360","17650","17930","22580","20670","20490","21710","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"05/03/2023","18010","17530","17360","15980","15800","16850","16580","16300","16900","16540","15780","17670","17060","16890","17220","16010","17880","19930","19000","17070","18640","17910","19830","17730","18560","18200","18350","19440","17650","17510","22360","21250","19500","21080","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"06/03/2023","18330","17740","17480","16370","15800","16820","16580","16320","16910","16890","15780","17650","16910","16810","17260","16010","17520","19930","19010","17550","18560","17740","20790","17730","18380","18410","18320","19500","17650","17930","22190","21290","19910","21680","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"07/03/2023","18460","17520","17440","16430","15800","16760","16580","16250","16990","16890","15690","17800","17090","16810","17200","16010","17880","19930","18890","17550","18450","17740","20190","17730","18420","18410","17950","19500","17590","17930","22420","21580","20490","21680","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"08/03/2023","18500","17760","17530","16670","15800","16760","16680","16230","16850","16200","15690","17770","16960","16810","17110","15960","17880","19930","18940","17420","18570","17820","19380","17730","18550","18530","18370","19460","17650","17770","22910","21510","20490","21020","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"09/03/2023","18560","17330","17480","16520","15800","16760","16730","16430","16990","16950","15590","17680","16930","16810","17130","15410","17880","19930","18660","17350","18570","17500","20190","17730","18340","18580","18250","19520","17720","17770","22750","21450","20560","22390","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"10/03/2023","18560","17480","17360","16510","15800","16820","16730","16320","16990","17660","15380","17510","17000","16690","17140","15410","17990","20600","18720","17430","18570","17900","19140","17090","18240","18580","18320","19590","18110","17770","22670","21360","20660","21650","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"11/03/2023","18320","17540","17600","16390","15800","16760","16730","16230","16990","16840","15380","17840","16920","16340","17070","15520","17990","19930","18970","17420","18570","17820","20650","17730","17990","18410","18370","19520","18090","17770","22570","21650","22330","21530","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"12/03/2023","18360","17530","17360","16400","15800","16820","16820","16250","16990","16840","15580","17790","16990","16340","17280","15180","17990","19720","18440","17350","18570","17820","19630","17730","17920","18750","18260","19750","17830","17770","22360","19910","20730","21650","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"13/03/2023","18520","17540","17340","16380","15800","16800","16970","16290","16990","16730","15180","17710","16960","16340","17210","15240","18030","19930","18850","17470","18530","17820","20190","17960","18160","18750","18270","19800","17790","17770","22420","20840","20730","21460","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"14/03/2023","18520","17150","17570","16380","15800","16790","17020","16230","16990","16840","15380","17780","16940","16440","17280","15360","17910","19930","19100","17430","18530","17710","20190","17960","17830","18750","18080","19800","18170","17770","21790","21980","20840","21170","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"15/03/2023","18340","17520","17570","16480","15800","16840","16820","16230","16990","16840","15380","17430","16700","16690","17250","15360","18030","19930","19350","17430","18410","17800","19710","17960","18310","18750","18410","20180","17960","17720","22420","21520","21870","21460","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"16/03/2023","18340","17320","17450","16290","15850","16840","16820","16200","16990","17030","15380","17960","16970","16790","17070","15480","18030","19700","19390","17380","18410","17850","18460","17960","18320","18760","18410","19980","18270","18140","22220","21670","20190","21460","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"17/03/2023","18170","17690","17610","16380","15960","16840","16820","16270","17070","17030","15380","18030","16900","16280","17200","15240","18030","19670","18860","17510","18480","17860","20210","17960","18350","18110","18410","19980","18270","18140","22920","21480","20840","21420","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"18/03/2023","18520","17460","17750","16510","15960","16840","16910","16270","16990","17030","14970","17910","16710","16280","16900","15220","18030","19700","19060","17350","18520","17860","20290","17960","18370","18340","18340","19980","18010","18140","22780","21650","19760","21000","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"19/03/2023","18520","17660","17480","16380","15960","16840","16920","16100","16990","17030","15380","17610","16910","16350","17160","15480","18030","19670","18870","17390","18520","17800","21020","17960","18470","18430","18300","19920","18120","18140","22920","21410","21930","20640","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"20/03/2023","18630","17550","17490","16380","15960","16840","16920","16340","16990","16870","15380","17980","16960","16480","16980","15480","18030","19880","19600","17320","18520","17570","20770","17960","18560","18180","17980","19970","18120","18230","22740","21590","20730","21630","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"21/03/2023","18540","17630","17090","16500","16020","16990","16920","16440","16990","17030","15380","17710","16790","16130","17090","15840","17910","19760","19850","17470","18450","17890","20130","17580","18640","18570","18210","19910","18200","18140","22740","21730","21560","22370","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"22/03/2023","18360","17850","17450","16500","16020","16990","17070","16340","17160","16450","15380","17770","16740","16230","16960","15840","19000","19850","19580","17320","18520","17860","19470","16950","18150","18500","18300","19860","18030","17960","22740","21700","22370","21600","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"23/03/2023","18260","17650","17480","16500","16020","16930","17150","16340","17070","17410","15380","17750","16980","16230","17190","15710","18030","19830","19640","17510","18430","17610","20630","17580","18450","18410","18260","20030","18030","17960","22740","21550","21570","21550","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"24/03/2023","18630","17650","17420","16290","15900","16930","17020","16290","16920","16870","16170","17740","17030","16230","17090","15710","17920","19850","19720","17340","18430","18120","20520","17580","18600","18410","18300","19920","17640","17960","21780","20970","21570","21550","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"25/03/2023","18520","17670","17550","16590","15900","16930","17020","16370","17070","17340","15580","18010","16900","16570","17110","15480","17920","19850","19520","17700","18430","17720","20630","17580","18600","18130","18330","19980","18100","17960","22740","21100","22960","21630","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"26/03/2023","18470","17740","17400","16740","15900","16930","17020","16370","17070","17290","15380","18060","16960","16570","17220","15290","17920","20190","19360","17700","18610","17700","20630","17580","18540","18730","18130","20050","18030","17960","22310","21170","23230","21630","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"27/03/2023","18340","17600","17560","16440","16020","16930","17020","16410","16990","17010","14980","17770","16970","16570","17110","15480","18030","20190","19990","17700","18430","18360","20850","17480","18430","18410","18280","19990","18030","17390","22290","21500","21370","21550","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"28/03/2023","18560","17550","17610","16360","16020","16930","17020","16410","17080","17010","15380","17980","16990","15950","17000","15370","18030","20190","20040","17870","18430","17850","20680","17960","18770","18480","18210","19860","18170","17960","22280","21500","21900","21910","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"29/03/2023","18390","17520","17560","16360","16020","16960","16910","16370","16830","17010","16070","17990","17140","16040","16920","15610","18030","20330","19750","17940","18430","17930","20470","17850","18720","18480","18000","20120","18270","17770","22280","21620","21270","22300","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"30/03/2023","18530","17520","17230","16400","16020","16960","16910","16340","16990","17190","15580","17980","17010","15430","17020","15610","18030","20100","19840","18020","18430","17860","20520","17850","18600","18480","18390","20140","18100","17770","21360","21540","21370","22220","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"31/03/2023","18640","17530","17440","16450","16020","16900","16910","16340","16990","16870","15380","18050","16890","16040","16780","15480","18030","20100","19580","18010","18430","17860","20520","18050","18700","18480","18340","19960","18100","17770","20940","21710","21660","22220","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"01/04/2023","18390","17540","17440","16350","16020","16960","16910","16310","16990","17700","15380","17960","16940","16260","17020","15480","18030","20100","19650","18010","18430","17580","20700","18150","18700","18220","18360","20080","18100","17770","20820","21450","21860","22300","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"02/04/2023","18570","17810","17580","16190","16020","16960","17020","16310","16990","16690","15580","17650","16900","16260","16960","15350","18030","20100","19180","18090","18360","17770","20520","18050","18700","18480","18390","20080","17860","17770","20510","21530","22200","22300","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"03/04/2023","18570","17350","17610","16010","16020","16900","17020","16340","16990","16870","15580","17730","17120","16260","16930","15480","18030","20100","19670","18100","18360","17780","20080","18050","18750","18480","18450","20150","17860","17770","22160","20580","22050","22330","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"04/04/2023","18530","17350","17550","16180","16020","16960","16910","16380","16990","16870","15580","18030","16990","16630","17000","15480","17910","19930","19020","18180","18440","17850","19260","17670","18900","18480","18420","19890","17860","17570","21790","21570","21800","22330","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"05/04/2023","18580","17400","17550","16180","16020","16930","17010","16380","17060","16870","15580","18000","16860","16570","16930","15480","17910","19990","19190","18390","18480","17460","20720","18050","18770","18480","18300","20110","17860","17770","20940","21530","22200","22630","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"06/04/2023","18590","17400","17610","16180","16130","16870","17020","16440","17060","16690","15580","17930","17010","17020","16830","15480","17910","19880","19250","18420","18420","17860","19490","18050","18900","18620","18290","20290","17800","17770","21240","21710","22290","22340","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"07/04/2023","18450","17450","17520","16110","16130","16990","17010","16440","17070","16870","15580","17980","16930","17020","16910","15480","17910","19990","19210","18320","18420","18020","20530","18050","18460","18620","18250","20320","18020","17770","21580","21570","22090","22290","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
"08/04/2023","18590","17430","17350","16180","16130","16930","17010","16450","17090","15940","15580","17350","16930","17020","16990","15480","17910","19990","19270","18320","18420","17780","20670","18050","18750","18510","18010","20140","17950","17770","20940","21650","22090","22420","#VALUE!","#VALUE!","#VALUE!","#VALUE!"
